,date,price,bedrooms,bathrooms,sqft_living,floors,view,condition,yr_built,zipcode,lat,long,yr_bin,zip_bin,bed_cat,floor_cat,condition_cat,view_cat,baths
605,2015-04-08,469000.0,4,2.75,3550,1.0,0.0,5,1966,98188,47.425,-122.28299999999999,60s,"(98177.0, 98199.0]",4,1.0,5,0.0,2-3
606,2014-05-05,531000.0,2,3.0,1270,2.0,0.0,3,2000,98103,47.6634,-122.34,90s,"(98075.0, 98103.0]",2,2.0,3,0.0,2-3
607,2015-02-06,443500.0,2,1.0,940,1.0,0.0,3,1949,98177,47.7047,-122.37299999999999,40s,"(98155.0, 98177.0]",2,1.0,3,0.0,0-1
608,2014-11-26,223000.0,3,2.0,1670,1.0,0.0,3,1990,98042,47.3666,-122.084,80s,"(98038.0, 98042.0]",3,1.0,3,0.0,1-2
609,2015-04-17,590000.0,4,3.5,3100,2.0,0.0,3,1996,98028,47.7466,-122.242,90s,"(98023.0, 98029.0]",4,2.0,3,0.0,3-4
610,2014-12-09,340000.0,2,2.5,1100,3.0,0.0,3,1997,98103,47.6972,-122.35,90s,"(98075.0, 98103.0]",2,3.0,3,0.0,2-3
611,2014-11-05,650000.0,3,2.0,1870,1.0,0.0,4,1925,98199,47.6372,-122.395,20s,"(98177.0, 98199.0]",3,1.0,4,0.0,1-2
612,2014-09-25,533600.0,3,2.5,1930,2.0,0.0,4,1990,98029,47.5694,-122.001,80s,"(98023.0, 98029.0]",3,2.0,4,0.0,2-3
613,2014-06-10,695000.0,3,2.75,2540,2.0,0.0,3,2005,98074,47.6214,-122.024,00s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
614,2014-06-17,242000.0,3,1.75,1280,1.5,0.0,4,1988,98031,47.3961,-122.18799999999999,80s,"(98029.0, 98033.0]",3,1.5,4,0.0,1-2
615,2015-01-14,425000.0,3,2.25,1820,1.0,0.0,3,1967,98125,47.7162,-122.309,60s,"(98118.0, 98125.0]",3,1.0,3,0.0,2-3
616,2015-05-06,525000.0,3,2.25,1490,2.0,0.0,3,1981,98052,47.6844,-122.113,80s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
617,2014-09-22,485000.0,3,2.5,1880,2.0,0.0,3,1988,98029,47.5737,-122.01799999999999,80s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
618,2015-01-13,175000.0,3,1.0,1250,1.0,0.0,3,1971,98045,47.4474,-121.771,70s,"(98042.0, 98053.0]",3,1.0,3,0.0,0-1
619,2014-06-19,210000.0,3,2.0,1440,1.0,0.0,3,1983,98092,47.3128,-122.184,80s,"(98075.0, 98103.0]",3,1.0,3,0.0,1-2
620,2015-04-15,260000.0,3,2.5,1920,2.0,0.0,3,1989,98031,47.4022,-122.171,80s,"(98029.0, 98033.0]",3,2.0,3,0.0,2-3
621,2014-06-23,577000.0,3,2.5,2060,1.0,0.0,3,1976,98116,47.5671,-122.391,70s,"(98115.0, 98118.0]",3,1.0,3,0.0,2-3
622,2014-10-21,200000.0,3,1.5,1210,1.0,0.0,4,1958,98002,47.2876,-122.212,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
623,2015-02-25,605000.0,2,1.75,1760,1.0,0.0,4,1927,98117,47.681999999999995,-122.37200000000001,20s,"(98115.0, 98118.0]",2,1.0,4,0.0,1-2
624,2014-05-21,325000.0,3,1.0,990,1.0,0.0,4,1947,98133,47.7125,-122.331,40s,"(98125.0, 98133.0]",3,1.0,4,0.0,0-1
625,2014-08-14,289500.0,3,1.0,960,1.0,0.0,4,1944,98178,47.496,-122.23899999999999,40s,"(98177.0, 98199.0]",3,1.0,4,0.0,0-1
626,2014-08-08,559950.0,3,2.5,1660,3.0,0.0,3,2014,98144,47.5876,-122.309,10s,"(98133.0, 98155.0]",3,3.0,3,0.0,2-3
627,2015-04-06,1040000.0,3,1.75,1900,1.0,1.0,4,1941,98115,47.6821,-122.273,40s,"(98107.0, 98115.0]",3,1.0,4,1.0,1-2
628,2014-10-09,543500.0,3,2.25,1270,1.0,0.0,3,1970,98199,47.6581,-122.396,60s,"(98177.0, 98199.0]",3,1.0,3,0.0,2-3
629,2014-05-22,480000.0,4,2.25,3250,2.0,0.0,4,1983,98042,47.3496,-122.094,80s,"(98038.0, 98042.0]",4,2.0,4,0.0,2-3
630,2014-05-23,218000.0,3,1.0,960,1.0,0.0,5,1982,98022,47.1951,-122.001,80s,"(98010.0, 98023.0]",3,1.0,5,0.0,0-1
631,2014-06-22,565000.0,2,1.75,1330,1.0,0.0,4,1914,98199,47.6539,-122.396,pre-20s,"(98177.0, 98199.0]",2,1.0,4,0.0,1-2
632,2014-12-12,426700.0,3,1.75,2080,1.0,0.0,5,1968,98056,47.5375,-122.178,60s,"(98053.0, 98058.0]",3,1.0,5,0.0,1-2
633,2014-09-12,650000.0,3,2.5,2690,1.0,3.0,3,1957,98028,47.7605,-122.26700000000001,50s,"(98023.0, 98029.0]",3,1.0,3,3.0,2-3
634,2014-09-24,542000.0,2,1.0,890,1.0,0.0,3,1910,98105,47.6663,-122.32600000000001,pre-20s,"(98103.0, 98107.0]",2,1.0,3,0.0,0-1
635,2014-06-24,415000.0,3,1.75,1070,1.0,0.0,3,1977,98052,47.6978,-122.13,70s,"(98042.0, 98053.0]",3,1.0,3,0.0,1-2
636,2014-08-15,214000.0,3,1.0,1200,1.0,0.0,4,1953,98002,47.3221,-122.215,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,0-1
637,2015-01-21,245000.0,3,1.5,1360,2.0,0.0,5,1949,98188,47.4488,-122.275,40s,"(98177.0, 98199.0]",3,2.0,5,0.0,1-2
638,2014-07-01,314500.0,3,2.0,2050,1.0,0.0,3,1993,98003,47.2681,-122.31,90s,"(98000.999, 98004.0]",3,1.0,3,0.0,1-2
639,2015-04-09,1120000.0,3,1.5,3000,2.0,0.0,5,1924,98116,47.5821,-122.39,20s,"(98115.0, 98118.0]",3,2.0,5,0.0,1-2
640,2015-03-03,378000.0,2,2.0,1300,1.0,0.0,3,1963,98136,47.5395,-122.39,60s,"(98133.0, 98155.0]",2,1.0,3,0.0,1-2
641,2014-07-28,305000.0,4,2.5,2250,1.0,0.0,3,1982,98001,47.33600000000001,-122.26899999999999,80s,"(98000.999, 98004.0]",4,1.0,3,0.0,2-3
643,2015-05-12,729500.0,3,2.5,1660,3.0,1.0,3,2015,98116,47.5818,-122.402,10s,"(98115.0, 98118.0]",3,3.0,3,1.0,2-3
644,2014-09-30,430000.0,3,2.5,2360,2.0,0.0,3,2003,98065,47.5317,-121.853,00s,"(98058.0, 98070.0]",3,2.0,3,0.0,2-3
645,2015-04-09,240000.0,3,1.75,1760,1.0,0.0,3,1987,98038,47.3647,-122.05,80s,"(98033.0, 98038.0]",3,1.0,3,0.0,1-2
646,2015-03-20,545000.0,3,1.75,1680,1.5,0.0,3,1916,98136,47.5338,-122.384,pre-20s,"(98133.0, 98155.0]",3,1.5,3,0.0,1-2
647,2014-07-07,530000.0,3,1.75,1320,1.0,0.0,3,1918,98105,47.6681,-122.305,pre-20s,"(98103.0, 98107.0]",3,1.0,3,0.0,1-2
648,2014-11-18,157000.0,1,1.0,870,1.0,0.0,3,1939,98198,47.4152,-122.3,30s,"(98177.0, 98199.0]",1,1.0,3,0.0,0-1
649,2015-04-07,425000.0,4,1.0,1260,1.5,0.0,3,1925,98146,47.5044,-122.35,20s,"(98133.0, 98155.0]",4,1.5,3,0.0,0-1
650,2014-11-17,220000.0,3,1.0,1000,1.0,0.0,3,1944,98166,47.4793,-122.346,40s,"(98155.0, 98177.0]",3,1.0,3,0.0,0-1
651,2014-11-24,521000.0,4,1.75,2020,1.0,0.0,4,1976,98077,47.7627,-122.07600000000001,70s,"(98075.0, 98103.0]",4,1.0,4,0.0,1-2
652,2014-05-23,325000.0,3,1.0,1920,1.0,2.0,3,1952,98118,47.5193,-122.274,50s,"(98115.0, 98118.0]",3,1.0,3,2.0,0-1
653,2015-04-03,597500.0,3,2.0,2150,1.5,0.0,4,1911,98126,47.555,-122.37899999999999,pre-20s,"(98125.0, 98133.0]",3,1.5,4,0.0,1-2
654,2014-07-23,337000.0,3,2.5,1470,2.0,0.0,3,1999,98065,47.526,-121.82600000000001,90s,"(98058.0, 98070.0]",3,2.0,3,0.0,2-3
655,2015-04-22,1000000.0,3,2.5,3180,2.0,2.0,3,1991,98052,47.655,-122.124,90s,"(98042.0, 98053.0]",3,2.0,3,2.0,2-3
656,2014-11-20,3070000.0,3,2.5,3930,1.0,4.0,4,1957,98034,47.7022,-122.22399999999999,50s,"(98033.0, 98038.0]",3,1.0,4,4.0,2-3
657,2014-05-07,495000.0,3,1.0,990,1.0,0.0,3,1943,98105,47.6718,-122.26700000000001,40s,"(98103.0, 98107.0]",3,1.0,3,0.0,0-1
658,2015-01-02,748000.0,4,3.5,2770,2.0,0.0,3,2001,98052,47.6327,-122.109,00s,"(98042.0, 98053.0]",4,2.0,3,0.0,3-4
659,2014-09-02,888000.0,3,1.5,1250,1.0,0.0,4,1953,98004,47.6245,-122.198,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
660,2015-03-24,269900.0,3,1.75,1140,1.0,0.0,3,1986,98045,47.4761,-121.758,80s,"(98042.0, 98053.0]",3,1.0,3,0.0,1-2
661,2014-11-13,496500.0,4,2.5,2250,1.0,0.0,3,1967,98027,47.5221,-122.045,60s,"(98023.0, 98029.0]",4,1.0,3,0.0,2-3
662,2015-01-21,475000.0,3,2.5,1640,2.0,0.0,3,1969,98155,47.7522,-122.27799999999999,60s,"(98133.0, 98155.0]",3,2.0,3,0.0,2-3
663,2014-05-27,312000.0,3,1.5,1255,3.0,0.0,3,2004,98125,47.7145,-122.311,00s,"(98118.0, 98125.0]",3,3.0,3,0.0,1-2
664,2014-11-24,323000.0,3,1.0,1290,1.0,0.0,3,1976,98072,47.7404,-122.11,70s,"(98070.0, 98075.0]",3,1.0,3,0.0,0-1
665,2014-11-24,331000.0,3,1.75,1300,1.0,0.0,3,1986,98059,47.4834,-122.15899999999999,80s,"(98058.0, 98070.0]",3,1.0,3,0.0,1-2
666,2014-05-14,306000.0,3,1.5,1220,3.0,0.0,3,2007,98133,47.7049,-122.353,00s,"(98125.0, 98133.0]",3,3.0,3,0.0,1-2
667,2014-09-30,655000.0,4,2.5,2630,3.0,0.0,3,2002,98117,47.6915,-122.381,00s,"(98115.0, 98118.0]",4,3.0,3,0.0,2-3
668,2014-07-09,290000.0,3,1.5,1950,1.0,0.0,4,1959,98003,47.33600000000001,-122.319,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
669,2014-08-02,1250000.0,4,3.25,3160,2.0,0.0,5,1965,98105,47.6597,-122.274,60s,"(98103.0, 98107.0]",4,2.0,5,0.0,3-4
670,2014-06-16,460000.0,3,1.75,1550,1.0,0.0,4,1949,98115,47.6759,-122.286,40s,"(98107.0, 98115.0]",3,1.0,4,0.0,1-2
671,2014-09-12,435000.0,4,2.5,1700,1.0,0.0,4,1940,98115,47.6988,-122.319,30s,"(98107.0, 98115.0]",4,1.0,4,0.0,2-3
672,2015-03-16,664000.0,4,2.75,2510,1.0,0.0,5,1978,98006,47.5427,-122.181,70s,"(98004.0, 98010.0]",4,1.0,5,0.0,2-3
673,2014-07-29,865000.0,4,1.75,1800,2.0,3.0,4,1921,98102,47.6462,-122.318,20s,"(98075.0, 98103.0]",4,2.0,4,3.0,1-2
674,2014-08-13,385000.0,3,1.75,1800,1.0,0.0,3,1968,98058,47.4406,-122.146,60s,"(98053.0, 98058.0]",3,1.0,3,0.0,1-2
675,2014-07-18,497000.0,3,2.25,1870,1.0,0.0,3,1975,98034,47.705,-122.20200000000001,70s,"(98033.0, 98038.0]",3,1.0,3,0.0,2-3
676,2014-06-23,280000.0,2,1.0,1010,1.0,0.0,4,1925,98045,47.4965,-121.785,20s,"(98042.0, 98053.0]",2,1.0,4,0.0,0-1
677,2015-01-27,188000.0,2,1.5,1120,1.0,0.0,3,1924,98178,47.5024,-122.271,20s,"(98177.0, 98199.0]",2,1.0,3,0.0,1-2
678,2014-09-30,478500.0,3,1.0,2090,1.0,2.0,3,1969,98136,47.5304,-122.387,60s,"(98133.0, 98155.0]",3,1.0,3,2.0,0-1
679,2014-07-31,1150000.0,4,3.5,4370,2.0,0.0,3,2001,98065,47.544,-121.87200000000001,00s,"(98058.0, 98070.0]",4,2.0,3,0.0,3-4
680,2014-08-15,222000.0,3,2.0,1440,1.0,0.0,4,1981,98023,47.291000000000004,-122.368,80s,"(98010.0, 98023.0]",3,1.0,4,0.0,1-2
681,2014-05-28,799000.0,4,3.0,2580,2.0,0.0,3,1984,98053,47.6932,-122.006,80s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
682,2014-06-09,609900.0,4,2.5,3190,2.0,0.0,3,2006,98038,47.3558,-122.00399999999999,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
683,2014-10-16,413000.0,4,3.5,2380,2.0,0.0,4,1995,98106,47.5536,-122.359,90s,"(98103.0, 98107.0]",4,2.0,4,0.0,3-4
684,2014-10-13,400000.0,4,1.0,1420,1.5,0.0,3,1930,98115,47.6942,-122.321,20s,"(98107.0, 98115.0]",4,1.5,3,0.0,0-1
686,2014-05-19,320000.0,3,2.5,2680,2.0,0.0,3,1990,98023,47.2918,-122.346,80s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
687,2015-03-11,507000.0,4,2.5,2730,2.0,0.0,3,2006,98065,47.5441,-121.882,00s,"(98058.0, 98070.0]",4,2.0,3,0.0,2-3
688,2014-09-24,387500.0,3,1.0,1220,1.0,0.0,3,1946,98115,47.6982,-122.29799999999999,40s,"(98107.0, 98115.0]",3,1.0,3,0.0,0-1
689,2015-02-24,396000.0,3,1.0,1500,1.0,0.0,3,1967,98072,47.7415,-122.101,60s,"(98070.0, 98075.0]",3,1.0,3,0.0,0-1
690,2014-08-21,373000.0,3,1.75,1830,1.0,1.0,3,1958,98055,47.4862,-122.22399999999999,50s,"(98053.0, 98058.0]",3,1.0,3,1.0,1-2
692,2014-07-21,359900.0,4,2.25,2470,2.0,0.0,3,1983,98058,47.4406,-122.141,80s,"(98053.0, 98058.0]",4,2.0,3,0.0,2-3
693,2015-03-04,410000.0,2,1.0,800,1.0,0.0,3,1927,98115,47.6997,-122.316,20s,"(98107.0, 98115.0]",2,1.0,3,0.0,0-1
694,2014-07-12,690000.0,4,2.5,2900,2.0,0.0,3,1992,98053,47.6726,-122.03,90s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
695,2014-06-25,245000.0,3,2.0,1410,1.0,0.0,3,1985,98030,47.3702,-122.185,80s,"(98029.0, 98033.0]",3,1.0,3,0.0,1-2
697,2014-09-22,268000.0,4,1.75,1680,1.0,0.0,3,1977,98198,47.3923,-122.311,70s,"(98177.0, 98199.0]",4,1.0,3,0.0,1-2
698,2014-06-10,225000.0,3,1.75,1760,1.0,0.0,3,1979,98042,47.3664,-122.1,70s,"(98038.0, 98042.0]",3,1.0,3,0.0,1-2
699,2014-10-09,980000.0,4,2.25,2240,2.0,0.0,3,1976,98004,47.5894,-122.195,70s,"(98000.999, 98004.0]",4,2.0,3,0.0,2-3
700,2015-04-07,795000.0,2,1.0,1380,1.5,2.0,3,1905,98106,47.5708,-122.359,pre-20s,"(98103.0, 98107.0]",2,1.5,3,2.0,0-1
701,2015-05-04,195000.0,2,1.0,820,1.0,0.0,3,1953,98118,47.5156,-122.262,50s,"(98115.0, 98118.0]",2,1.0,3,0.0,0-1
702,2014-11-03,480000.0,4,2.0,2180,1.0,0.0,2,1950,98005,47.589,-122.177,40s,"(98004.0, 98010.0]",4,1.0,2,0.0,1-2
703,2014-12-19,485000.0,4,2.0,1400,1.0,0.0,3,1900,98119,47.6385,-122.37,pre-20s,"(98118.0, 98125.0]",4,1.0,3,0.0,1-2
704,2014-08-15,130000.0,2,1.0,880,1.0,0.0,3,1928,98188,47.4672,-122.291,20s,"(98177.0, 98199.0]",2,1.0,3,0.0,0-1
705,2014-08-04,325000.0,2,1.0,1060,1.0,2.0,4,1946,98198,47.3444,-122.32700000000001,40s,"(98177.0, 98199.0]",2,1.0,4,2.0,0-1
706,2015-04-13,440000.0,3,1.75,1530,1.0,0.0,4,1984,98034,47.731,-122.191,80s,"(98033.0, 98038.0]",3,1.0,4,0.0,1-2
707,2014-10-14,550000.0,4,1.75,2480,1.0,3.0,3,1958,98155,47.7646,-122.271,50s,"(98133.0, 98155.0]",4,1.0,3,3.0,1-2
708,2014-08-05,310000.0,3,1.75,1490,1.0,0.0,5,1967,98059,47.5015,-122.124,60s,"(98058.0, 98070.0]",3,1.0,5,0.0,1-2
709,2014-07-01,530000.0,3,2.5,3660,2.0,2.0,4,1989,98022,47.2413,-121.97200000000001,80s,"(98010.0, 98023.0]",3,2.0,4,2.0,2-3
710,2014-06-25,390000.0,4,2.5,2340,2.0,0.0,3,1993,98031,47.4206,-122.18299999999999,90s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
711,2014-09-08,243000.0,3,1.75,1450,1.0,0.0,4,1981,98001,47.3575,-122.28,80s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
712,2014-07-22,639000.0,4,2.5,2210,2.0,0.0,3,1990,98074,47.6285,-122.025,80s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
713,2014-09-18,215000.0,4,1.0,1130,1.0,0.0,4,1969,98003,47.3437,-122.316,60s,"(98000.999, 98004.0]",4,1.0,4,0.0,0-1
715,2014-12-22,250000.0,4,1.75,1710,1.0,0.0,5,1968,98032,47.3745,-122.275,60s,"(98029.0, 98033.0]",4,1.0,5,0.0,1-2
716,2014-07-15,405500.0,3,1.5,1010,1.0,0.0,5,1954,98155,47.7359,-122.309,50s,"(98133.0, 98155.0]",3,1.0,5,0.0,1-2
719,2015-04-14,267000.0,3,2.0,1300,1.0,0.0,3,1994,98010,47.3131,-121.99799999999999,90s,"(98004.0, 98010.0]",3,1.0,3,0.0,1-2
720,2014-08-08,289950.0,3,2.5,1670,2.0,0.0,3,2002,98038,47.3668,-122.031,00s,"(98033.0, 98038.0]",3,2.0,3,0.0,2-3
721,2014-07-28,565000.0,2,1.0,960,1.0,0.0,5,1911,98103,47.6893,-122.34899999999999,pre-20s,"(98075.0, 98103.0]",2,1.0,5,0.0,0-1
722,2014-08-08,1580000.0,4,3.25,4670,2.0,0.0,4,1988,98005,47.635,-122.164,80s,"(98004.0, 98010.0]",4,2.0,4,0.0,3-4
723,2015-04-20,636000.0,3,2.5,2140,2.0,0.0,3,2007,98052,47.6664,-122.131,00s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
725,2014-06-04,320000.0,3,1.5,1650,1.0,0.0,5,1978,98058,47.4525,-122.162,70s,"(98053.0, 98058.0]",3,1.0,5,0.0,1-2
726,2014-06-13,210000.0,2,1.75,1440,1.0,0.0,4,1978,98198,47.3825,-122.319,70s,"(98177.0, 98199.0]",2,1.0,4,0.0,1-2
727,2014-09-10,245000.0,2,1.0,1050,1.0,0.0,3,1950,98126,47.5326,-122.376,40s,"(98125.0, 98133.0]",2,1.0,3,0.0,0-1
728,2014-11-06,328000.0,3,1.75,1470,1.0,0.0,3,1983,98059,47.4818,-122.161,80s,"(98058.0, 98070.0]",3,1.0,3,0.0,1-2
729,2014-05-09,985000.0,4,2.25,4230,2.0,0.0,3,1989,98077,47.7287,-122.07700000000001,80s,"(98075.0, 98103.0]",4,2.0,3,0.0,2-3
730,2014-06-12,501000.0,3,1.75,1970,1.0,3.0,5,1976,98055,47.4908,-122.225,70s,"(98053.0, 98058.0]",3,1.0,5,3.0,1-2
731,2014-09-17,315000.0,3,2.25,1540,2.0,0.0,3,1992,98045,47.4429,-121.759,90s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
732,2014-05-08,403000.0,3,2.75,2090,2.0,0.0,3,2012,98019,47.7336,-121.965,10s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
733,2014-07-15,550000.0,3,2.0,2380,2.0,0.0,4,1934,98155,47.7591,-122.28,30s,"(98133.0, 98155.0]",3,2.0,4,0.0,1-2
734,2015-01-13,347500.0,4,2.5,2156,2.0,0.0,3,2012,98030,47.3591,-122.20100000000001,10s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
735,2014-10-06,365000.0,4,2.25,2070,2.0,0.0,4,1986,98058,47.4388,-122.162,80s,"(98053.0, 98058.0]",4,2.0,4,0.0,2-3
736,2015-02-24,588000.0,3,1.0,1910,1.0,0.0,4,1951,98117,47.7004,-122.368,50s,"(98115.0, 98118.0]",3,1.0,4,0.0,0-1
737,2014-08-20,605000.0,3,1.75,1920,1.0,0.0,4,1977,98006,47.5633,-122.131,70s,"(98004.0, 98010.0]",3,1.0,4,0.0,1-2
738,2014-11-13,1300000.0,3,3.25,3400,2.0,0.0,4,1937,98105,47.6585,-122.273,30s,"(98103.0, 98107.0]",3,2.0,4,0.0,3-4
739,2014-11-19,233000.0,3,2.0,1400,1.0,0.0,3,1974,98001,47.3415,-122.272,70s,"(98000.999, 98004.0]",3,1.0,3,0.0,1-2
740,2014-07-28,360000.0,4,2.5,2210,2.0,0.0,3,1997,98030,47.3818,-122.2,90s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
741,2014-12-15,459000.0,2,1.75,1170,1.0,0.0,3,1929,98117,47.695,-122.366,20s,"(98115.0, 98118.0]",2,1.0,3,0.0,1-2
742,2014-11-07,740000.0,3,2.0,2100,1.0,0.0,4,1995,98077,47.7479,-122.06200000000001,90s,"(98075.0, 98103.0]",3,1.0,4,0.0,1-2
743,2014-09-17,305000.0,3,1.0,1160,1.0,0.0,3,1967,98077,47.7422,-122.073,60s,"(98075.0, 98103.0]",3,1.0,3,0.0,0-1
744,2014-06-20,395000.0,3,1.0,1500,1.0,0.0,3,1925,98117,47.6921,-122.38,20s,"(98115.0, 98118.0]",3,1.0,3,0.0,0-1
745,2015-01-23,560000.0,4,2.5,2940,2.0,0.0,3,2000,98011,47.7533,-122.198,90s,"(98010.0, 98023.0]",4,2.0,3,0.0,2-3
746,2014-07-14,650000.0,4,1.75,2010,1.0,1.0,4,1963,98116,47.5793,-122.402,60s,"(98115.0, 98118.0]",4,1.0,4,1.0,1-2
747,2014-06-05,449950.0,3,2.5,2170,2.0,0.0,3,2003,98028,47.7767,-122.23899999999999,00s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
748,2015-02-24,517500.0,3,1.5,1430,1.0,3.0,4,1940,98117,47.6988,-122.387,30s,"(98115.0, 98118.0]",3,1.0,4,3.0,1-2
749,2014-09-03,435000.0,4,1.5,1510,1.0,0.0,3,1970,98034,47.7121,-122.214,60s,"(98033.0, 98038.0]",4,1.0,3,0.0,1-2
750,2015-04-09,329999.0,3,1.0,1150,1.0,0.0,3,1952,98155,47.7447,-122.31299999999999,50s,"(98133.0, 98155.0]",3,1.0,3,0.0,0-1
751,2014-12-10,950000.0,3,1.75,2150,1.0,4.0,5,1960,98116,47.5671,-122.405,50s,"(98115.0, 98118.0]",3,1.0,5,4.0,1-2
752,2014-07-30,447000.0,3,1.0,1370,1.0,0.0,5,1944,98108,47.5646,-122.31700000000001,40s,"(98107.0, 98115.0]",3,1.0,5,0.0,0-1
753,2014-08-28,699800.0,2,2.5,2380,1.0,0.0,3,2010,98053,47.717,-122.02,00s,"(98042.0, 98053.0]",2,1.0,3,0.0,2-3
754,2014-06-03,850000.0,3,1.75,1370,1.0,0.0,5,1911,98112,47.6374,-122.279,pre-20s,"(98107.0, 98115.0]",3,1.0,5,0.0,1-2
755,2014-09-02,316500.0,3,1.75,1600,1.0,0.0,3,1979,98023,47.3272,-122.355,70s,"(98010.0, 98023.0]",3,1.0,3,0.0,1-2
757,2015-01-21,1310000.0,2,2.25,3950,2.0,4.0,3,1991,98116,47.5912,-122.384,90s,"(98115.0, 98118.0]",2,2.0,3,4.0,2-3
758,2015-02-02,856600.0,4,2.25,2400,1.0,0.0,4,1964,98005,47.5987,-122.178,60s,"(98004.0, 98010.0]",4,1.0,4,0.0,2-3
760,2014-05-29,565000.0,4,2.5,2440,2.0,0.0,3,1996,98053,47.6333,-121.97,90s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
761,2014-09-11,400000.0,3,2.25,1190,2.0,0.0,3,2008,98116,47.5818,-122.387,00s,"(98115.0, 98118.0]",3,2.0,3,0.0,2-3
762,2015-03-24,330000.0,3,2.0,1400,1.0,0.0,3,1997,98019,47.7576,-121.934,90s,"(98010.0, 98023.0]",3,1.0,3,0.0,1-2
763,2015-02-27,374950.0,4,2.75,2730,2.0,0.0,3,2005,98038,47.3608,-122.04299999999999,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
764,2014-12-17,405300.0,3,2.75,2390,1.0,0.0,5,1983,98056,47.4987,-122.166,80s,"(98053.0, 98058.0]",3,1.0,5,0.0,2-3
765,2014-11-04,560000.0,3,2.25,2060,2.0,0.0,3,1984,98074,47.6216,-122.056,80s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
766,2015-03-24,824000.0,4,2.25,2490,1.0,0.0,4,1961,98004,47.6051,-122.195,60s,"(98000.999, 98004.0]",4,1.0,4,0.0,2-3
767,2014-07-16,260000.0,3,1.75,1100,1.0,0.0,5,1984,98042,47.363,-122.08,80s,"(98038.0, 98042.0]",3,1.0,5,0.0,1-2
768,2015-01-07,760000.0,4,2.5,2430,1.0,0.0,5,1965,98115,47.6777,-122.287,60s,"(98107.0, 98115.0]",4,1.0,5,0.0,2-3
769,2014-06-24,405000.0,3,2.5,3170,2.0,0.0,3,1995,98023,47.3384,-122.336,90s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
770,2014-06-19,429900.0,4,2.5,2640,2.0,0.0,3,1987,98058,47.4598,-122.15,80s,"(98053.0, 98058.0]",4,2.0,3,0.0,2-3
771,2014-11-13,341500.0,3,1.5,1130,1.0,0.0,4,1961,98056,47.5089,-122.189,60s,"(98053.0, 98058.0]",3,1.0,4,0.0,1-2
773,2014-05-06,450000.0,2,2.0,1100,1.5,0.0,3,1912,98117,47.6797,-122.36200000000001,pre-20s,"(98115.0, 98118.0]",2,1.5,3,0.0,1-2
774,2015-02-09,390000.0,3,1.0,1200,1.0,0.0,4,1955,98006,47.5771,-122.14399999999999,50s,"(98004.0, 98010.0]",3,1.0,4,0.0,0-1
775,2014-05-02,420000.0,3,2.25,2000,1.0,0.0,4,1963,98008,47.6188,-122.11399999999999,60s,"(98004.0, 98010.0]",3,1.0,4,0.0,2-3
776,2014-06-15,269950.0,3,2.5,1890,2.0,0.0,3,2002,98168,47.4802,-122.279,00s,"(98155.0, 98177.0]",3,2.0,3,0.0,2-3
777,2014-10-16,493000.0,4,2.0,1910,1.0,0.0,3,1910,98122,47.6101,-122.295,pre-20s,"(98118.0, 98125.0]",4,1.0,3,0.0,1-2
778,2014-05-15,370000.0,4,2.5,2710,2.0,0.0,3,1998,98092,47.3314,-122.17200000000001,90s,"(98075.0, 98103.0]",4,2.0,3,0.0,2-3
780,2015-02-25,305000.0,3,1.0,1250,1.0,0.0,5,1967,98059,47.475,-122.11,60s,"(98058.0, 98070.0]",3,1.0,5,0.0,0-1
781,2014-06-12,400000.0,3,1.75,1590,1.5,0.0,5,1938,98034,47.7146,-122.21700000000001,30s,"(98033.0, 98038.0]",3,1.5,5,0.0,1-2
782,2014-11-18,320000.0,3,1.5,1240,2.0,0.0,3,2009,98133,47.7073,-122.35600000000001,00s,"(98125.0, 98133.0]",3,2.0,3,0.0,1-2
783,2015-01-21,715000.0,4,1.0,2000,2.0,0.0,4,1911,98103,47.6583,-122.351,pre-20s,"(98075.0, 98103.0]",4,2.0,4,0.0,0-1
