,price,sqft_living,bedrooms,bathrooms,floors,condition,view,yr_built,zipcode,yr_bin,zip_bin,baths,bed_cat,floor_cat,condition_cat,view_cat,lat,long,$/sqft,bath/bed,bath/sqft,bed/sqft
1448,215000.0,1010,2,1.0,1.0,4,0.0,1944,98133,40s,"(98125.0, 98133.0]",0-1,2,1.0,4,0.0,47.771,-122.353,212.87128712871288,0.5,0.0009900990099009901,0.0019801980198019802
1449,302000.0,1010,2,1.0,1.0,4,0.0,1944,98133,40s,"(98125.0, 98133.0]",0-1,2,1.0,4,0.0,47.771,-122.353,299.009900990099,0.5,0.0009900990099009901,0.0019801980198019802
1450,352500.0,1860,3,1.75,1.0,3,0.0,1986,98198,80s,"(98177.0, 98199.0]",1-2,3,1.0,3,0.0,47.3855,-122.322,189.51612903225808,0.5833333333333334,0.0009408602150537635,0.0016129032258064516
1451,235867.0,1330,4,2.0,1.0,4,0.0,1942,98056,40s,"(98053.0, 98058.0]",1-2,4,1.0,4,0.0,47.496,-122.19,177.3436090225564,0.5,0.0015037593984962407,0.0030075187969924814
1452,500000.0,1760,3,2.25,2.0,3,0.0,1978,98074,70s,"(98070.0, 98075.0]",2-3,3,2.0,3,0.0,47.623999999999995,-122.05,284.09090909090907,0.75,0.001278409090909091,0.0017045454545454545
1453,382000.0,1800,3,2.25,2.0,3,0.0,1995,98019,90s,"(98010.0, 98023.0]",2-3,3,2.0,3,0.0,47.7462,-121.98,212.22222222222223,0.75,0.00125,0.0016666666666666668
1455,250000.0,660,1,1.0,1.0,3,0.0,1919,98144,pre-20s,"(98133.0, 98155.0]",0-1,1,1.0,3,0.0,47.5723,-122.304,378.7878787878788,1.0,0.0015151515151515152,0.0015151515151515152
1456,672500.0,2400,3,2.25,1.5,4,0.0,1939,98117,30s,"(98115.0, 98118.0]",2-3,3,1.5,4,0.0,47.6876,-122.384,280.2083333333333,0.75,0.0009375,0.00125
1457,755000.0,3020,3,2.25,2.0,3,0.0,1989,98052,80s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.6897,-122.098,250.0,0.75,0.0007450331125827815,0.0009933774834437086
1458,707500.0,1500,3,1.0,2.0,3,2.0,1910,98109,pre-20s,"(98107.0, 98115.0]",0-1,3,2.0,3,2.0,47.626999999999995,-122.353,471.6666666666667,0.3333333333333333,0.0006666666666666666,0.002
1459,459000.0,1560,4,2.0,1.0,4,0.0,1924,98117,20s,"(98115.0, 98118.0]",1-2,4,1.0,4,0.0,47.6882,-122.365,294.2307692307692,0.5,0.001282051282051282,0.002564102564102564
1460,140000.0,1090,3,1.0,1.5,3,0.0,1959,98032,50s,"(98029.0, 98033.0]",0-1,3,1.5,3,0.0,47.3748,-122.294,128.44036697247705,0.3333333333333333,0.0009174311926605505,0.0027522935779816515
1461,495000.0,970,2,1.0,1.0,3,0.0,1905,98103,pre-20s,"(98075.0, 98103.0]",0-1,2,1.0,3,0.0,47.6667,-122.333,510.30927835051546,0.5,0.0010309278350515464,0.002061855670103093
1462,757000.0,3190,3,3.25,2.0,3,0.0,2007,98029,00s,"(98023.0, 98029.0]",3-4,3,2.0,3,0.0,47.5534,-122.00200000000001,237.3040752351097,1.0833333333333333,0.0010188087774294671,0.0009404388714733542
1463,765000.0,3190,3,3.25,2.0,3,0.0,2007,98029,00s,"(98023.0, 98029.0]",3-4,3,2.0,3,0.0,47.5534,-122.00200000000001,239.81191222570533,1.0833333333333333,0.0010188087774294671,0.0009404388714733542
1464,359000.0,1890,4,1.5,1.0,4,0.0,1955,98125,50s,"(98118.0, 98125.0]",1-2,4,1.0,4,0.0,47.7055,-122.3,189.94708994708995,0.375,0.0007936507936507937,0.0021164021164021165
1465,440000.0,1050,3,1.0,1.0,3,0.0,1900,98136,pre-20s,"(98133.0, 98155.0]",0-1,3,1.0,3,0.0,47.5473,-122.396,419.04761904761904,0.3333333333333333,0.0009523809523809524,0.002857142857142857
1466,400000.0,1390,4,1.5,1.0,3,0.0,1965,98133,60s,"(98125.0, 98133.0]",1-2,4,1.0,3,0.0,47.7224,-122.33200000000001,287.76978417266184,0.375,0.001079136690647482,0.0028776978417266188
1467,652000.0,1700,3,2.0,1.0,4,0.0,1941,98117,40s,"(98115.0, 98118.0]",1-2,3,1.0,4,0.0,47.6785,-122.39299999999999,383.52941176470586,0.6666666666666666,0.001176470588235294,0.0017647058823529412
1468,260000.0,1050,3,1.75,1.0,3,0.0,1980,98166,70s,"(98155.0, 98177.0]",1-2,3,1.0,3,0.0,47.4574,-122.35799999999999,247.61904761904762,0.5833333333333334,0.0016666666666666668,0.002857142857142857
1470,519500.0,1540,4,2.0,1.0,3,0.0,1964,98027,60s,"(98023.0, 98029.0]",1-2,4,1.0,3,0.0,47.5326,-122.03200000000001,337.3376623376623,0.5,0.0012987012987012987,0.0025974025974025974
1471,650000.0,1710,3,1.0,1.5,4,0.0,1928,98103,20s,"(98075.0, 98103.0]",0-1,3,1.5,4,0.0,47.6861,-122.354,380.1169590643275,0.3333333333333333,0.0005847953216374269,0.0017543859649122807
1472,280000.0,2100,4,2.25,2.0,3,0.0,1978,98003,70s,"(98000.999, 98004.0]",2-3,4,2.0,3,0.0,47.3251,-122.329,133.33333333333334,0.5625,0.0010714285714285715,0.0019047619047619048
1473,515000.0,1730,4,1.75,1.0,4,0.0,1965,98007,60s,"(98004.0, 98010.0]",1-2,4,1.0,4,0.0,47.6219,-122.13799999999999,297.6878612716763,0.4375,0.0010115606936416184,0.0023121387283236996
1474,400000.0,1500,3,2.25,2.0,3,0.0,1986,98034,80s,"(98033.0, 98038.0]",2-3,3,2.0,3,0.0,47.7159,-122.20299999999999,266.6666666666667,0.75,0.0015,0.002
1475,652100.0,2380,3,2.5,2.0,3,0.0,2003,98074,00s,"(98070.0, 98075.0]",2-3,3,2.0,3,0.0,47.6297,-122.021,273.99159663865544,0.8333333333333334,0.0010504201680672268,0.0012605042016806723
1477,701000.0,1840,4,1.5,2.0,3,0.0,1907,98118,pre-20s,"(98115.0, 98118.0]",1-2,4,2.0,3,0.0,47.5575,-122.279,380.9782608695652,0.375,0.0008152173913043478,0.002173913043478261
1478,640000.0,2341,4,2.5,2.0,3,0.0,1997,98052,90s,"(98042.0, 98053.0]",2-3,4,2.0,3,0.0,47.6993,-122.115,273.3874412644169,0.625,0.0010679196924391287,0.0017086715079026058
1479,455800.0,1690,3,2.5,2.0,3,0.0,2002,98053,00s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.6866,-122.04299999999999,269.70414201183434,0.8333333333333334,0.0014792899408284023,0.0017751479289940828
1480,504750.0,2490,3,2.5,2.0,3,0.0,1993,98014,90s,"(98010.0, 98023.0]",2-3,3,2.0,3,0.0,47.6442,-121.898,202.710843373494,0.8333333333333334,0.001004016064257028,0.0012048192771084338
1481,483000.0,2440,3,3.0,2.0,3,0.0,1992,98074,90s,"(98070.0, 98075.0]",2-3,3,2.0,3,0.0,47.6104,-122.06,197.95081967213116,1.0,0.0012295081967213116,0.0012295081967213116
1482,530000.0,920,3,0.75,1.0,5,2.0,1950,98070,40s,"(98058.0, 98070.0]",0-1,3,1.0,5,2.0,47.4781,-122.49,576.0869565217391,0.25,0.0008152173913043478,0.003260869565217391
1483,250000.0,1030,2,1.0,1.0,3,0.0,1956,98146,50s,"(98133.0, 98155.0]",0-1,2,1.0,3,0.0,47.4814,-122.34100000000001,242.71844660194174,0.5,0.000970873786407767,0.001941747572815534
1485,884744.0,4210,4,3.5,2.0,3,0.0,2001,98074,00s,"(98070.0, 98075.0]",3-4,4,2.0,3,0.0,47.6067,-122.022,210.15296912114013,0.875,0.000831353919239905,0.0009501187648456057
1486,514000.0,1610,3,1.5,1.0,3,0.0,1977,98052,70s,"(98042.0, 98053.0]",1-2,3,1.0,3,0.0,47.6681,-122.14299999999999,319.2546583850932,0.5,0.0009316770186335404,0.0018633540372670807
1487,532000.0,1910,3,2.25,1.0,4,0.0,1977,98027,70s,"(98023.0, 98029.0]",2-3,3,1.0,4,0.0,47.4672,-122.006,278.5340314136126,0.75,0.0011780104712041885,0.0015706806282722514
1488,423000.0,2660,4,2.5,2.0,3,0.0,2004,98059,00s,"(98058.0, 98070.0]",2-3,4,2.0,3,0.0,47.4981,-122.162,159.02255639097746,0.625,0.0009398496240601503,0.0015037593984962407
1489,420000.0,820,2,1.0,1.0,5,2.0,1922,98126,20s,"(98125.0, 98133.0]",0-1,2,1.0,5,2.0,47.5649,-122.38,512.1951219512196,0.5,0.0012195121951219512,0.0024390243902439024
1490,521000.0,1730,3,1.75,1.0,3,0.0,1988,98011,80s,"(98010.0, 98023.0]",1-2,3,1.0,3,0.0,47.736999999999995,-122.20100000000001,301.15606936416185,0.5833333333333334,0.0010115606936416184,0.0017341040462427746
1491,577000.0,2360,4,2.25,2.0,3,0.0,1979,98033,70s,"(98029.0, 98033.0]",2-3,4,2.0,3,0.0,47.6988,-122.169,244.4915254237288,0.5625,0.0009533898305084746,0.001694915254237288
1492,425000.0,970,3,1.0,1.0,3,0.0,1956,98007,50s,"(98004.0, 98010.0]",0-1,3,1.0,3,0.0,47.603,-122.132,438.1443298969072,0.3333333333333333,0.0010309278350515464,0.003092783505154639
1493,495000.0,2460,4,2.5,2.0,3,0.0,2004,98028,00s,"(98023.0, 98029.0]",2-3,4,2.0,3,0.0,47.7719,-122.235,201.21951219512195,0.625,0.0010162601626016261,0.0016260162601626016
1494,340000.0,2690,3,2.5,2.0,3,0.0,1987,98023,80s,"(98010.0, 98023.0]",2-3,3,2.0,3,0.0,47.3026,-122.351,126.39405204460967,0.8333333333333334,0.0009293680297397769,0.0011152416356877324
1495,499950.0,1820,3,3.5,2.0,3,0.0,2014,98144,10s,"(98133.0, 98155.0]",3-4,3,2.0,3,0.0,47.596000000000004,-122.29799999999999,274.6978021978022,1.1666666666666667,0.0019230769230769232,0.0016483516483516484
1496,1220000.0,3470,4,3.0,2.0,3,2.0,2014,98116,10s,"(98115.0, 98118.0]",2-3,4,2.0,3,2.0,47.5917,-122.38600000000001,351.5850144092219,0.75,0.0008645533141210375,0.0011527377521613833
1497,720000.0,3370,4,2.75,1.0,5,2.0,1977,98056,70s,"(98053.0, 98058.0]",2-3,4,1.0,5,2.0,47.5259,-122.204,213.64985163204747,0.6875,0.0008160237388724036,0.0011869436201780415
1498,249000.0,1700,3,1.5,1.0,3,0.0,1970,98031,60s,"(98029.0, 98033.0]",1-2,3,1.0,3,0.0,47.4216,-122.17399999999999,146.47058823529412,0.5,0.0008823529411764706,0.0017647058823529412
1499,206135.0,1340,3,1.0,1.0,4,0.0,1978,98030,70s,"(98029.0, 98033.0]",0-1,3,1.0,4,0.0,47.3527,-122.178,153.8320895522388,0.3333333333333333,0.0007462686567164179,0.002238805970149254
1503,230000.0,1220,4,2.0,1.5,4,0.0,1970,98023,60s,"(98010.0, 98023.0]",1-2,4,1.5,4,0.0,47.2964,-122.376,188.52459016393442,0.5,0.001639344262295082,0.003278688524590164
1504,850000.0,2280,3,1.0,1.0,3,2.0,1936,98119,30s,"(98118.0, 98125.0]",0-1,3,1.0,3,2.0,47.6378,-122.37200000000001,372.8070175438597,0.3333333333333333,0.0004385964912280702,0.0013157894736842105
1505,355000.0,2770,4,2.5,1.0,4,0.0,1979,98001,70s,"(98000.999, 98004.0]",2-3,4,1.0,4,0.0,47.3396,-122.256,128.15884476534296,0.625,0.0009025270758122744,0.001444043321299639
1506,442000.0,2520,4,2.5,2.0,3,0.0,1990,98059,80s,"(98058.0, 98070.0]",2-3,4,2.0,3,0.0,47.5148,-122.15899999999999,175.3968253968254,0.625,0.000992063492063492,0.0015873015873015873
1507,399000.0,3060,4,3.0,2.0,3,0.0,2001,98042,00s,"(98038.0, 98042.0]",2-3,4,2.0,3,0.0,47.3786,-122.126,130.3921568627451,0.75,0.000980392156862745,0.00130718954248366
1508,360000.0,2390,4,2.5,2.0,3,0.0,1999,98092,90s,"(98075.0, 98103.0]",2-3,4,2.0,3,0.0,47.2593,-122.22200000000001,150.6276150627615,0.625,0.0010460251046025104,0.0016736401673640166
1509,390000.0,1320,3,1.75,1.0,3,0.0,1978,98058,70s,"(98053.0, 98058.0]",1-2,3,1.0,3,0.0,47.4425,-122.133,295.45454545454544,0.5833333333333334,0.0013257575757575758,0.0022727272727272726
1511,190000.0,700,2,1.0,1.0,3,0.0,1951,98118,50s,"(98115.0, 98118.0]",0-1,2,1.0,3,0.0,47.5294,-122.27600000000001,271.42857142857144,0.5,0.0014285714285714286,0.002857142857142857
1512,432900.0,2210,3,2.5,2.0,3,0.0,1998,98045,90s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.4849,-121.78200000000001,195.88235294117646,0.8333333333333334,0.0011312217194570137,0.0013574660633484162
1513,621138.0,2180,3,2.25,2.0,3,0.0,1986,98074,80s,"(98070.0, 98075.0]",2-3,3,2.0,3,0.0,47.6482,-122.072,284.9256880733945,0.75,0.0010321100917431193,0.0013761467889908258
1514,270000.0,2080,3,2.25,1.5,3,0.0,2003,98042,00s,"(98038.0, 98042.0]",2-3,3,1.5,3,0.0,47.4203,-122.15700000000001,129.80769230769232,0.75,0.0010817307692307693,0.0014423076923076924
1515,610000.0,2090,4,2.25,1.0,3,0.0,1980,98075,70s,"(98070.0, 98075.0]",2-3,4,1.0,3,0.0,47.5739,-122.03200000000001,291.86602870813397,0.5625,0.001076555023923445,0.0019138755980861245
1516,500000.0,1720,3,2.0,1.0,5,2.0,1941,98108,40s,"(98107.0, 98115.0]",1-2,3,1.0,5,2.0,47.559,-122.29799999999999,290.69767441860466,0.6666666666666666,0.0011627906976744186,0.0017441860465116279
1517,715000.0,2460,4,2.25,1.0,5,0.0,1968,98053,60s,"(98042.0, 98053.0]",2-3,4,1.0,5,0.0,47.6627,-122.03200000000001,290.650406504065,0.5625,0.0009146341463414635,0.0016260162601626016
1518,264000.0,1470,3,1.5,1.0,4,0.0,1958,98042,50s,"(98038.0, 98042.0]",1-2,3,1.0,4,0.0,47.3658,-122.148,179.59183673469389,0.5,0.0010204081632653062,0.0020408163265306124
1519,550000.0,1650,3,1.75,1.5,3,0.0,1901,98102,pre-20s,"(98075.0, 98103.0]",1-2,3,1.5,3,0.0,47.6209,-122.31700000000001,333.3333333333333,0.5833333333333334,0.0010606060606060607,0.0018181818181818182
1520,337000.0,1690,3,2.0,1.0,3,0.0,1997,98042,90s,"(98038.0, 98042.0]",1-2,3,1.0,3,0.0,47.3724,-122.10799999999999,199.40828402366864,0.6666666666666666,0.001183431952662722,0.0017751479289940828
1521,170000.0,970,3,1.0,1.0,4,0.0,1962,98198,60s,"(98177.0, 98199.0]",0-1,3,1.0,4,0.0,47.4167,-122.302,175.2577319587629,0.3333333333333333,0.0010309278350515464,0.003092783505154639
1522,405000.0,2030,4,2.5,1.0,4,0.0,1972,98034,70s,"(98033.0, 98038.0]",2-3,4,1.0,4,0.0,47.7321,-122.185,199.50738916256157,0.625,0.0012315270935960591,0.0019704433497536944
1523,775000.0,2540,4,2.5,1.0,3,0.0,1984,98052,80s,"(98042.0, 98053.0]",2-3,4,1.0,3,0.0,47.7185,-122.11399999999999,305.11811023622045,0.625,0.000984251968503937,0.0015748031496062992
1524,425000.0,1570,3,2.25,1.0,4,0.0,1983,98034,80s,"(98033.0, 98038.0]",2-3,3,1.0,4,0.0,47.7223,-122.17399999999999,270.70063694267515,0.75,0.0014331210191082802,0.001910828025477707
1527,810000.0,3260,4,2.5,2.0,3,0.0,2003,98029,00s,"(98023.0, 98029.0]",2-3,4,2.0,3,0.0,47.5453,-121.995,248.46625766871165,0.625,0.0007668711656441718,0.001226993865030675
1528,1250000.0,3830,4,3.75,2.0,4,0.0,1990,98077,80s,"(98075.0, 98103.0]",3-4,4,2.0,4,0.0,47.7237,-122.042,326.37075718015666,0.9375,0.0009791122715404699,0.0010443864229765013
1529,819000.0,2130,3,3.5,2.0,5,2.0,1908,98199,pre-20s,"(98177.0, 98199.0]",3-4,3,2.0,5,2.0,47.6491,-122.405,384.50704225352115,1.1666666666666667,0.0016431924882629107,0.0014084507042253522
1530,409900.0,1690,3,2.5,2.0,3,0.0,2013,98106,10s,"(98103.0, 98107.0]",2-3,3,2.0,3,0.0,47.5389,-122.367,242.54437869822485,0.8333333333333334,0.0014792899408284023,0.0017751479289940828
1531,935000.0,1780,2,2.5,2.0,5,0.0,1974,98004,70s,"(98000.999, 98004.0]",2-3,2,2.0,5,0.0,47.6132,-122.21,525.2808988764045,1.25,0.0014044943820224719,0.0011235955056179776
1532,657500.0,1620,4,1.75,1.0,4,3.0,1947,98117,40s,"(98115.0, 98118.0]",1-2,4,1.0,4,3.0,47.6981,-122.4,405.8641975308642,0.4375,0.0010802469135802468,0.0024691358024691358
1535,391000.0,1490,3,2.0,1.0,4,0.0,1977,98006,70s,"(98004.0, 98010.0]",1-2,3,1.0,4,0.0,47.5455,-122.184,262.4161073825503,0.6666666666666666,0.0013422818791946308,0.0020134228187919465
1536,420000.0,2110,4,2.5,2.0,3,0.0,2000,98059,90s,"(98058.0, 98070.0]",2-3,4,2.0,3,0.0,47.4979,-122.15299999999999,199.0521327014218,0.625,0.001184834123222749,0.0018957345971563982
1538,415000.0,1510,3,1.5,1.0,5,0.0,1956,98133,50s,"(98125.0, 98133.0]",1-2,3,1.0,5,0.0,47.75100000000001,-122.338,274.8344370860927,0.5,0.0009933774834437086,0.001986754966887417
1539,350000.0,1830,3,1.75,1.0,3,0.0,1946,98146,40s,"(98133.0, 98155.0]",1-2,3,1.0,3,0.0,47.5038,-122.37899999999999,191.2568306010929,0.5833333333333334,0.0009562841530054645,0.001639344262295082
1540,375000.0,1230,2,1.0,2.0,4,0.0,1948,98107,40s,"(98103.0, 98107.0]",0-1,2,2.0,4,0.0,47.6684,-122.40100000000001,304.8780487804878,0.5,0.0008130081300813008,0.0016260162601626016
1541,860000.0,2180,3,1.75,1.0,5,2.0,1947,98033,40s,"(98029.0, 98033.0]",1-2,3,1.0,5,2.0,47.673,-122.18700000000001,394.4954128440367,0.5833333333333334,0.0008027522935779817,0.0013761467889908258
1542,495000.0,2220,4,2.25,1.0,4,0.0,1961,98006,60s,"(98004.0, 98010.0]",2-3,4,1.0,4,0.0,47.5491,-122.17,222.97297297297297,0.5625,0.0010135135135135136,0.0018018018018018018
1543,250000.0,1730,4,2.25,1.0,3,0.0,1962,98001,60s,"(98000.999, 98004.0]",2-3,4,1.0,3,0.0,47.3386,-122.288,144.50867052023122,0.5625,0.001300578034682081,0.0023121387283236996
1544,365000.0,1990,4,2.25,1.0,4,0.0,1968,98058,60s,"(98053.0, 98058.0]",2-3,4,1.0,4,0.0,47.43899999999999,-122.14399999999999,183.41708542713567,0.5625,0.0011306532663316582,0.0020100502512562816
1545,503000.0,1540,3,2.75,1.0,5,0.0,1980,98034,70s,"(98033.0, 98038.0]",2-3,3,1.0,5,0.0,47.7163,-122.212,326.6233766233766,0.9166666666666666,0.0017857142857142857,0.001948051948051948
1546,150000.0,1100,2,1.0,1.0,4,0.0,1944,98058,40s,"(98053.0, 98058.0]",0-1,2,1.0,4,0.0,47.4752,-122.17200000000001,136.36363636363637,0.5,0.0009090909090909091,0.0018181818181818182
1547,450000.0,1640,4,1.75,1.0,4,0.0,1912,98105,pre-20s,"(98103.0, 98107.0]",1-2,4,1.0,4,0.0,47.6684,-122.314,274.390243902439,0.4375,0.0010670731707317074,0.0024390243902439024
1548,355000.0,2590,4,3.0,2.0,3,0.0,2001,98001,00s,"(98000.999, 98004.0]",2-3,4,2.0,3,0.0,47.2609,-122.289,137.06563706563708,0.75,0.0011583011583011582,0.0015444015444015444
1549,245000.0,1450,3,2.0,2.0,4,0.0,1972,98003,70s,"(98000.999, 98004.0]",1-2,3,2.0,4,0.0,47.346000000000004,-122.315,168.9655172413793,0.6666666666666666,0.001379310344827586,0.0020689655172413794
1550,265900.0,1180,3,2.0,1.0,4,0.0,1992,98031,90s,"(98029.0, 98033.0]",1-2,3,1.0,4,0.0,47.4053,-122.181,225.33898305084745,0.6666666666666666,0.001694915254237288,0.002542372881355932
1551,299000.0,1820,4,2.5,1.0,3,0.0,1975,98058,70s,"(98053.0, 98058.0]",2-3,4,1.0,3,0.0,47.4339,-122.167,164.28571428571428,0.625,0.0013736263736263737,0.002197802197802198
1552,957500.0,2360,4,2.25,2.0,4,0.0,1968,98040,60s,"(98038.0, 98042.0]",2-3,4,2.0,4,0.0,47.5318,-122.22399999999999,405.72033898305085,0.5625,0.0009533898305084746,0.001694915254237288
1553,343000.0,1120,3,1.0,1.0,4,0.0,1972,98034,70s,"(98033.0, 98038.0]",0-1,3,1.0,4,0.0,47.7143,-122.211,306.25,0.3333333333333333,0.0008928571428571428,0.0026785714285714286
1554,307500.0,1646,3,2.25,2.0,3,0.0,1994,98038,90s,"(98033.0, 98038.0]",2-3,3,2.0,3,0.0,47.3646,-122.037,186.81652490886998,0.75,0.0013669501822600244,0.0018226002430133657
1556,610000.0,2480,3,3.0,1.0,4,0.0,1976,98077,70s,"(98075.0, 98103.0]",2-3,3,1.0,4,0.0,47.7591,-122.073,245.96774193548387,1.0,0.0012096774193548388,0.0012096774193548388
1557,720000.0,1590,3,1.5,1.0,3,2.0,1952,98136,50s,"(98133.0, 98155.0]",1-2,3,1.0,3,2.0,47.5244,-122.38600000000001,452.8301886792453,0.5,0.0009433962264150943,0.0018867924528301887
1558,610000.0,2130,4,2.0,1.5,5,0.0,1919,98103,pre-20s,"(98075.0, 98103.0]",1-2,4,1.5,5,0.0,47.6515,-122.346,286.38497652582157,0.5,0.0009389671361502347,0.0018779342723004694
1559,434500.0,1650,3,1.75,1.0,4,0.0,1967,98034,60s,"(98033.0, 98038.0]",1-2,3,1.0,4,0.0,47.7335,-122.193,263.3333333333333,0.5833333333333334,0.0010606060606060607,0.0018181818181818182
1560,602500.0,3090,2,2.5,1.0,4,0.0,1979,98058,70s,"(98053.0, 98058.0]",2-3,2,1.0,4,0.0,47.4291,-122.177,194.98381877022655,1.25,0.0008090614886731392,0.0006472491909385113
1561,607010.0,2180,4,2.5,2.0,3,0.0,2002,98118,00s,"(98115.0, 98118.0]",2-3,4,2.0,3,0.0,47.5553,-122.26899999999999,278.4449541284404,0.625,0.0011467889908256881,0.001834862385321101
1562,610000.0,1800,3,1.0,1.0,3,0.0,1947,98117,40s,"(98115.0, 98118.0]",0-1,3,1.0,3,0.0,47.68600000000001,-122.395,338.8888888888889,0.3333333333333333,0.0005555555555555556,0.0016666666666666668
1563,828500.0,3720,4,2.5,2.0,3,0.0,1983,98072,80s,"(98070.0, 98075.0]",2-3,4,2.0,3,0.0,47.7582,-122.13,222.71505376344086,0.625,0.0006720430107526882,0.001075268817204301
1564,199990.0,1100,3,1.0,1.0,3,0.0,1961,98023,60s,"(98010.0, 98023.0]",0-1,3,1.0,3,0.0,47.32899999999999,-122.338,181.8090909090909,0.3333333333333333,0.0009090909090909091,0.0027272727272727275
1565,294000.0,1530,3,1.75,1.0,3,0.0,1987,98038,80s,"(98033.0, 98038.0]",1-2,3,1.0,3,0.0,47.3643,-122.04899999999999,192.15686274509804,0.5833333333333334,0.0011437908496732027,0.00196078431372549
1566,789500.0,3010,4,2.5,2.0,3,0.0,2005,98052,00s,"(98042.0, 98053.0]",2-3,4,2.0,3,0.0,47.6647,-122.08,262.2923588039867,0.625,0.0008305647840531562,0.00132890365448505
1567,797000.0,3500,3,3.5,2.0,3,0.0,2008,98075,00s,"(98070.0, 98075.0]",3-4,3,2.0,3,0.0,47.5807,-121.97200000000001,227.71428571428572,1.1666666666666667,0.001,0.0008571428571428571
1569,284950.0,2000,4,1.5,1.0,4,0.0,1962,98198,60s,"(98177.0, 98199.0]",1-2,4,1.0,4,0.0,47.3708,-122.311,142.475,0.375,0.00075,0.002
1570,776500.0,2290,4,1.5,1.0,3,0.0,1965,98033,60s,"(98029.0, 98033.0]",1-2,4,1.0,3,0.0,47.6888,-122.199,339.0829694323144,0.375,0.0006550218340611354,0.0017467248908296944
1571,525000.0,2400,4,2.5,1.0,3,0.0,1967,98034,60s,"(98033.0, 98038.0]",2-3,4,1.0,3,0.0,47.7104,-122.24,218.75,0.625,0.0010416666666666667,0.0016666666666666668
1572,303000.0,1850,3,2.5,2.0,3,0.0,1999,98092,90s,"(98075.0, 98103.0]",2-3,3,2.0,3,0.0,47.3311,-122.17,163.78378378378378,0.8333333333333334,0.0013513513513513514,0.0016216216216216215
1573,722080.0,3680,3,3.25,2.0,3,0.0,1988,98074,80s,"(98070.0, 98075.0]",3-4,3,2.0,3,0.0,47.6272,-122.03299999999999,196.2173913043478,1.0833333333333333,0.0008831521739130435,0.0008152173913043478
1574,140000.0,1060,3,1.0,1.0,3,0.0,1959,98198,50s,"(98177.0, 98199.0]",0-1,3,1.0,3,0.0,47.3699,-122.309,132.0754716981132,0.3333333333333333,0.0009433962264150943,0.002830188679245283
1575,235000.0,1060,3,1.0,1.0,3,0.0,1959,98198,50s,"(98177.0, 98199.0]",0-1,3,1.0,3,0.0,47.3699,-122.309,221.69811320754718,0.3333333333333333,0.0009433962264150943,0.002830188679245283
1576,440000.0,1610,3,1.0,1.5,3,0.0,1903,98103,pre-20s,"(98075.0, 98103.0]",0-1,3,1.5,3,0.0,47.698,-122.351,273.2919254658385,0.3333333333333333,0.0006211180124223603,0.0018633540372670807
1577,605000.0,2330,3,1.75,1.5,4,0.0,1940,98126,30s,"(98125.0, 98133.0]",1-2,3,1.5,4,0.0,47.5765,-122.37799999999999,259.656652360515,0.5833333333333334,0.0007510729613733906,0.0012875536480686696
1578,380000.0,1210,2,1.0,1.0,3,0.0,1950,98108,40s,"(98107.0, 98115.0]",0-1,2,1.0,3,0.0,47.5625,-122.316,314.0495867768595,0.5,0.0008264462809917355,0.001652892561983471
1579,352000.0,1530,4,1.0,1.0,3,0.0,1925,98106,20s,"(98103.0, 98107.0]",0-1,4,1.0,3,0.0,47.5308,-122.35,230.0653594771242,0.25,0.00065359477124183,0.00261437908496732
1580,420000.0,2270,4,2.25,1.0,4,0.0,1979,98072,70s,"(98070.0, 98075.0]",2-3,4,1.0,4,0.0,47.7559,-122.148,185.02202643171807,0.5625,0.0009911894273127754,0.001762114537444934
1581,1180000.0,2590,4,2.0,2.0,4,2.0,1930,98199,20s,"(98177.0, 98199.0]",1-2,4,2.0,4,2.0,47.647,-122.41,455.5984555984556,0.5,0.0007722007722007722,0.0015444015444015444
1582,1380000.0,1850,3,1.5,1.0,4,0.0,1953,98004,50s,"(98000.999, 98004.0]",1-2,3,1.0,4,0.0,47.6194,-122.208,745.9459459459459,0.5,0.0008108108108108108,0.0016216216216216215
1583,300000.0,1500,3,1.5,1.5,4,0.0,1933,98168,30s,"(98155.0, 98177.0]",1-2,3,1.5,4,0.0,47.495,-122.318,200.0,0.5,0.001,0.002
1584,1150000.0,4740,4,3.25,2.0,3,0.0,1990,98053,80s,"(98042.0, 98053.0]",3-4,4,2.0,3,0.0,47.6624,-122.071,242.61603375527426,0.8125,0.0006856540084388186,0.0008438818565400844
1585,453500.0,1710,2,1.5,1.0,5,1.0,1951,98136,50s,"(98133.0, 98155.0]",1-2,2,1.0,5,1.0,47.5286,-122.383,265.2046783625731,0.75,0.0008771929824561404,0.0011695906432748538
1586,443500.0,1920,3,2.0,1.0,4,0.0,1972,98177,70s,"(98155.0, 98177.0]",1-2,3,1.0,4,0.0,47.7735,-122.363,230.98958333333334,0.6666666666666666,0.0010416666666666667,0.0015625
1587,332000.0,1150,2,1.0,1.0,3,0.0,1954,98155,50s,"(98133.0, 98155.0]",0-1,2,1.0,3,0.0,47.736999999999995,-122.325,288.69565217391306,0.5,0.0008695652173913044,0.0017391304347826088
